index,condition,method,culture,model,prompt_language,metric_name,demo,_metric_value,std_value,table
68,sequential_gpt-4.1_n5_culture_india,sequential,india,gpt-4.1,english,prop_nodes_lcc,,0.77,0.3252691193458118,network
69,sequential_gpt-4.1_n5_culture_india,sequential,india,gpt-4.1,english,radius,,0.6868464034952764,0.11316572622375574,network
70,sequential_gpt-4.1_n5_culture_japan,sequential,japan,gpt-4.1,english,avg_clustering_coef,,0.5811720305837953,0.004375564000605654,network
71,sequential_gpt-4.1_n5_culture_japan,sequential,japan,gpt-4.1,english,avg_shortest_path,,0.6533849077463574,0.08051379901349795,network
72,sequential_gpt-4.1_n5_culture_japan,sequential,japan,gpt-4.1,english,density,,0.1706122448979591,0.02308920101833625,network
73,sequential_gpt-4.1_n5_culture_japan,sequential,japan,gpt-4.1,english,diameter,,1.3736928069905527,0.22633145244751174,network
74,sequential_gpt-4.1_n5_culture_japan,sequential,japan,gpt-4.1,english,modularity,,0.4930887056847659,0.035963186198102105,network
75,sequential_gpt-4.1_n5_culture_japan,sequential,japan,gpt-4.1,english,prop_nodes_lcc,,0.77,0.3252691193458118,network
76,sequential_gpt-4.1_n5_culture_japan,sequential,japan,gpt-4.1,english,radius,,0.6868464034952764,0.11316572622375574,network
77,sequential_gpt-4.1_n5_culture_us,sequential,us,gpt-4.1,english,avg_clustering_coef,,0.5965307434111782,0.02322877198870054,network
78,sequential_gpt-4.1_n5_culture_us,sequential,us,gpt-4.1,english,avg_shortest_path,,0.7732311274720169,0.17721093654449854,network
79,sequential_gpt-4.1_n5_culture_us,sequential,us,gpt-4.1,english,density,,0.17061224489795915,0.020780280916502674,network
80,sequential_gpt-4.1_n5_culture_us,sequential,us,gpt-4.1,english,diameter,,1.533733311811989,0.3615044084379864,network
81,sequential_gpt-4.1_n5_culture_us,sequential,us,gpt-4.1,english,modularity,,0.4813776708474153,0.043470414817462,network
82,sequential_gpt-4.1_n5_culture_us,sequential,us,gpt-4.1,english,prop_nodes_lcc,,1.0,0.0,network
83,sequential_gpt-4.1_n5_culture_us,sequential,us,gpt-4.1,english,radius,,0.8946777652236602,0.1807522042189933,network
